Dist to GSO,Time,Hex,DS Type,Flight #,Aircraft_Reg,Aircraft_Type,Altitude Baro,Altitude Geom,Ground Speed,Track,Baro Rate,Squawk,Emergency,Category,Latitude,Longitude,NIC Navigation Integrity Category,RC Navigation Accuracy Category,Seen Position,Version,NIC Baro,NAC P,NAC V,SIL Source Integrity Level ,SIL Type,GVA,SDA System Design Assurance,Alert,SPI,MLAT,TISB,Messages,Seen,RSSI
7.290362481046862,000015Z,a6cc41,adsb_icao,DAL2251 ,N537US,B752,31000,32850,473.8,53.93,64,3501,none,A4,36.215652,-79.973259,8,186,0.034,2,1,9,1,3,perhour,2,2,0,0,[],[],25999130,0.0,-7.9
0.38035153831304835,000015Z,~2c3d55,tisb_trackfile,,,,800,,0.7,0.0,,,,,36.091553,-79.938927,0,0,17.998,,,0,0,0,unknown,,,0,0,[],"['altitude', 'gs', 'track', 'geom_rate', 'lat', 'lon', 'nic', 'rc', 'nac_p', 'nac_v', 'sil', 'sil_type']",77,18.0,-28.2
6.168217446695965,000015Z,a8fc09,adsb_icao,UAL1133 ,N67815,B739,33000,35075,475.2,54.94,0,6152,none,A3,36.135086,-79.818821,8,186,0.238,2,1,9,1,3,perhour,2,2,0,0,[],[],35762401,0.2,-14.8
6.748151155689774,000020Z,a3d1b1,adsb_icao,UPS5086 ,N345UP,B763,39000,41375,448.8,53.97,-64,2303,none,A5,36.186079,-80.023362,8,186,0.179,2,1,10,1,3,perhour,2,2,0,0,[],[],17960630,0.0,-9.9
7.564394817881838,000020Z,a6cc41,adsb_icao,DAL2251 ,N537US,B752,31000,32850,473.8,53.93,0,3501,none,A4,36.222107,-79.96233,8,186,0.151,2,1,9,1,3,perhour,2,2,0,0,[],[],25999174,0.1,-11.7
0.38035153831304835,000020Z,~2c3d55,tisb_trackfile,,,,800,,0.7,0.0,,,,,36.091553,-79.938927,0,0,0.004,,,0,0,0,unknown,,,0,0,[],"['altitude', 'gs', 'track', 'geom_rate', 'lat', 'lon', 'nic', 'rc', 'nac_p', 'nac_v', 'sil', 'sil_type']",80,0.0,-28.4
6.8484085379835,000020Z,a8fc09,adsb_icao,UAL1133 ,N67815,B739,33000,35075,475.2,54.94,-64,6152,none,A3,36.141769,-79.807034,8,186,0.0,2,1,9,1,3,perhour,2,2,0,0,[],[],35762447,0.0,-11.1
6.7526699699716755,000025Z,a3d1b1,adsb_icao,UPS5086 ,N345UP,B763,39000,41375,448.8,53.97,-64,2303,none,A5,36.192084,-80.013136,8,186,0.185,2,1,10,1,3,perhour,2,2,0,0,[],[],17960675,0.1,-10.9
7.864887808326743,000025Z,a6cc41,adsb_icao,DAL2251 ,N537US,B752,31000,32850,473.8,53.93,0,3501,none,A4,36.228208,-79.951951,8,186,0.241,2,1,9,1,3,perhour,2,2,0,0,[],[],25999222,0.0,-11.6
0.38035153831304835,000025Z,~2c3d55,tisb_trackfile,,,,800,,0.7,0.0,,,,,36.091553,-79.938927,0,0,5.004,,,0,0,0,unknown,,,0,0,[],"['altitude', 'gs', 'track', 'geom_rate', 'lat', 'lon', 'nic', 'rc', 'nac_p', 'nac_v', 'sil', 'sil_type']",80,5.0,-28.4
7.479426752213276,000025Z,a8fc09,adsb_icao,UAL1133 ,N67815,B739,33000,35075,475.5,55.11,-128,6152,none,A3,36.147952,-79.796156,8,186,0.042,2,1,9,1,3,perhour,2,2,0,0,[],[],35762494,0.0,-13.5
6.816196592781721,000030Z,a3d1b1,adsb_icao,UPS5086 ,N345UP,B763,39000,41375,448.8,53.97,0,2303,none,A5,36.198182,-80.00285,8,186,0.287,2,1,10,1,3,perhour,2,2,0,0,[],[],17960722,0.0,-7.8
8.236781795091499,000030Z,a6cc41,adsb_icao,DAL2251 ,N537US,B752,31000,32850,473.3,54.03,-64,3501,none,A4,36.234912,-79.940556,8,186,0.195,2,1,9,1,3,perhour,2,2,0,0,[],[],25999271,0.0,-11.4
0.38035153831304835,000030Z,~2c3d55,tisb_trackfile,,,,800,,0.7,0.0,,,,,36.091553,-79.938927,0,0,10.004,,,0,0,0,unknown,,,0,0,[],"['altitude', 'gs', 'track', 'geom_rate', 'lat', 'lon', 'nic', 'rc', 'nac_p', 'nac_v', 'sil', 'sil_type']",80,10.0,-28.4
8.11501615591331,000030Z,a8fc09,adsb_icao,UAL1133 ,N67815,B739,32975,35050,475.5,55.11,0,6152,none,A3,36.154144,-79.785228,8,186,0.195,2,1,9,1,3,perhour,2,2,0,0,[],[],35762538,0.0,-15.6
6.93355170453059,000035Z,a3d1b1,adsb_icao,UPS5086 ,N345UP,B763,39000,41375,448.8,53.97,64,2303,none,A5,36.204346,-79.992313,8,186,0.053,2,1,10,1,3,perhour,2,2,0,0,[],[],17960765,0.0,-9.0
0.38035153831304835,000035Z,~2c3d55,tisb_trackfile,,,,800,,0.7,0.0,,,,,36.091553,-79.938927,0,0,15.004,,,0,0,0,unknown,,,0,0,[],"['altitude', 'gs', 'track', 'geom_rate', 'lat', 'lon', 'nic', 'rc', 'nac_p', 'nac_v', 'sil', 'sil_type']",80,15.0,-28.4
8.619942689945823,000035Z,a6cc41,adsb_icao,DAL2251 ,N537US,B752,31000,32850,473.3,54.03,-64,3501,none,A4,36.241196,-79.929943,8,186,0.213,2,1,9,1,3,perhour,2,2,0,0,[],[],25999319,0.1,-12.5
8.735869525102887,000035Z,a8fc09,adsb_icao,UAL1133 ,N67815,B739,33000,35075,475.2,54.94,64,6152,none,A3,36.160196,-79.774592,8,186,0.384,2,1,9,1,3,perhour,2,2,0,0,[],[],35762583,0.0,-9.6
7.096295954582319,000040Z,a3d1b1,adsb_icao,UPS5086 ,N345UP,B763,39025,41400,448.8,53.97,64,2303,none,A5,36.210193,-79.982397,8,186,0.398,2,1,10,1,3,perhour,2,2,0,0,[],[],17960812,0.1,-10.9
0.38035153831304835,000040Z,~2c3d55,tisb_trackfile,,,,800,,0.7,0.0,,,,,36.091553,-79.938927,0,0,20.004,,,0,0,0,unknown,,,0,0,[],"['altitude', 'gs', 'track', 'geom_rate', 'lat', 'lon', 'nic', 'rc', 'nac_p', 'nac_v', 'sil', 'sil_type']",80,20.0,-28.4
9.068497142646528,000040Z,a6cc41,adsb_icao,DAL2251 ,N537US,B752,31000,32850,473.3,54.03,0,3501,none,A4,36.248016,-79.918385,8,186,0.042,2,1,9,1,3,perhour,2,2,0,0,[],[],25999368,0.0,-15.7
9.384692908421714,000040Z,a8fc09,adsb_icao,UAL1133 ,N67815,B739,33000,35075,474.7,55.04,64,6152,none,A3,36.166489,-79.763489,8,186,0.359,2,1,9,1,3,perhour,2,2,0,0,[],[],35762632,0.0,-9.3
7.321567596823957,000045Z,a3d1b1,adsb_icao,UPS5086 ,N345UP,B763,39025,41400,448.8,53.97,0,2303,none,A5,36.216477,-79.971762,8,186,0.235,2,1,10,1,3,perhour,2,2,0,0,[],[],17960860,0.0,-10.3
0.38035153831304835,000045Z,~2c3d55,tisb_trackfile,,,,800,,0.7,0.0,,,,,36.091553,-79.938927,0,0,25.004,,,0,0,0,unknown,,,0,0,[],"['altitude', 'gs', 'track', 'geom_rate', 'lat', 'lon', 'nic', 'rc', 'nac_p', 'nac_v', 'sil', 'sil_type']",80,25.0,-28.4
