Filename,Start,End,Time,Transcription
KGSO1-App-Dep-Jun-01-2024-0000Z.wav,00:16:53,00:16:59,000000Z,furte twenty five contact tmte o e tetrz
KGSO1-App-Dep-Jun-01-2024-0000Z.wav,00:19:23,00:19:28,000000Z,ttour w twt  ou foue
KGSO1-App-Dep-Jun-01-2024-0000Z.wav,00:19:31,00:19:36,000000Z,six fove zerr three zer two five
KGSO1-App-Dep-Jun-01-2024-0000Z.wav,00:19:37,00:19:41,000000Z,lo
KGSO1-App-Dep-Jun-01-2024-0000Z.wav,00:20:05,00:20:09,000000Z,gaar fiur five tre to o squawk t one seven zero
KGSO1-App-Dep-Jun-01-2024-0000Z.wav,00:20:31,00:20:44,000000Z,kafive fiverdr contact mr zero two five analmre  cimbingtin one two toud flight level one nine zero ont iue
KGSO1-App-Dep-Jun-01-2024-0000Z.wav,00:20:48,00:21:00,000000Z,oc owr four four re
KGSO1-App-Dep-Jun-01-2024-0000Z.wav,00:21:02,00:21:05,000000Z,rot
KGSO1-App-Dep-Jun-01-2024-0000Z.wav,00:22:16,00:22:21,000000Z,tfoufr controne two four pocimnt zulu
KGSO1-App-Dep-Jun-01-2024-0000Z.wav,00:22:22,00:22:26,000000Z,o
KGSO1-App-Dep-Jun-01-2024-0000Z.wav,00:22:27,00:22:35,000000Z,umber six foxo gol ktrol approach one wre two point three four to three seve four fouthe
KGSO1-App-Dep-Jun-01-2024-0000Z.wav,00:24:54,00:25:07,000000Z,three five xckatttrightpartrackrkto
KGSO1-App-Dep-Jun-01-2024-0000Z.wav,00:25:08,00:25:13,000000Z,w five ve to
KGSO1-App-Dep-Jun-01-2024-0000Z.wav,00:25:14,00:25:25,000000Z,six four fourto three nine two
KGSO1-App-Dep-Jun-01-2024-0000Z.wav,00:27:10,00:27:17,000000Z,iwi ix fourze
KGSO1-App-Dep-Jun-01-2024-0000Z.wav,00:28:23,00:28:30,000000Z,maintain tlthree thousandi three nine two
KGSO1-App-Dep-Jun-01-2024-0000Z.wav,00:30:19,00:30:23,000000Z,ur fu four foutofou
KGSO1-App-Dep-Jun-01-2024-0000Z.wav,00:30:24,00:30:31,000000Z,cootwo fourfo swis four four
KGSO1-App-Dep-Jun-01-2024-0000Z.wav,00:31:55,00:31:56,000000Z,to
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:00:20,00:00:24,003000Z,fu fu four fur  fur
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:00:26,00:00:33,003000Z,vetre to our otwo fovr foswis four four
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:01:57,00:02:06,003000Z,i three nine sixfetthee nie cart one one nine ont oe
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:02:07,00:02:20,003000Z,z five five ie three t three nine six good bye one delta t
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:02:33,00:02:39,003000Z,turn right ecttofu four twr
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:06:02,00:06:19,003000Z,tolfa fivezro
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:06:21,00:06:27,003000Z,odfive
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:07:26,00:07:31,003000Z,cutuk ten sixty threete three zero two five
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:07:33,00:07:36,003000Z,six t two  confirmf
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:07:39,00:07:40,003000Z,boro
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:07:59,00:08:09,003000Z,november zero romeo contac tavel aproach one two five pointing one to eve two two
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:08:45,00:08:52,003000Z,e deltat conto apprto eight point throe twof ou sov
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:09:19,00:09:23,003000Z,novemerve three zero two five
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:10:46,00:10:50,003000Z,four v fur
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:10:59,00:11:02,003000Z,ffirmamel two five mike romeo
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:11:03,00:11:15,003000Z,torffouufourr fort
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:11:21,00:11:30,003000Z,etwo fiur mikesuromo squawk zero one three three sis zuluzero one t
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:11:45,00:11:46,003000Z,to
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:12:02,00:12:19,003000Z,sir four four fourfur tmrfoumesmeurrr fourto
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:12:20,00:12:34,003000Z,tth fur fourfour fourfour touortutwofouruufur fr
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:13:22,00:13:33,003000Z,c even eight twoclearedright mitant to
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:15:49,00:15:55,003000Z,kl four fiverto squawk seven one five six maintain t
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:16:05,00:16:14,003000Z,cor four four  one zeromfi maintain sixone zeroonezeroue
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:16:15,00:16:32,003000Z,ufuufufv tower four four two
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:16:41,00:16:51,003000Z,four four fo climb and traffic no t turn left heading two nine zeroclimb fouror four four
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:17:08,00:17:11,003000Z,kar four four cimbing three one zero
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:17:25,00:17:39,003000Z,otour seven eight two clar ttoquak onetu five for six two bo fur teven eight two lear vr cr four five fv fr six to
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:17:41,00:17:45,003000Z,ocource four five we be eight thousand diret
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:18:27,00:18:33,003000Z,ocuerome nine point one five two four four six two
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:19:37,00:19:41,003000Z,c t sixt threconta apcontwo eght poinht three two
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:19:46,00:19:50,003000Z,november five mike romeozci
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:19:51,00:19:53,003000Z,oon four forzero
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:20:27,00:20:37,003000Z,pt forty fu american twenty twentythreerct climbingtn one two thousandt leving two nine zero
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:20:38,00:20:44,003000Z,waeding two nine zro  climbing to four fousand a birdry
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:21:36,00:21:41,003000Z,ofitrcontat romeo pro one two six one zero
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:21:42,00:21:46,003000Z,otomis fot
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:21:50,00:22:02,003000Z,tutoaofourtr n five five fiv
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:22:20,00:22:29,003000Z,mike romeott one three three four seven fourto
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:22:37,00:22:52,003000Z,twenty twenty three turnright heading three one zero three one zero four two tr twenty twenty threetwt fou two ter
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:22:54,00:23:04,003000Z,hm four tw twoonevtouur tz
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:23:52,00:24:05,003000Z,furtretmaintaiing threalfcourse thre tufur two zoe
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:24:52,00:25:00,003000Z,tawr four four coc rome oproach to six four zerone sixzerosa tov four five six to
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:26:57,00:27:09,003000Z,tangopapofrapudpprphtp
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:29:08,00:29:14,003000Z,oscr furtwo on creartl quak ind one three mileocfrfiv
KGSO1-App-Dep-Jun-01-2024-0030Z.wav,00:29:15,00:29:25,003000Z,four t on clear visual approachfv contact r one ine one onesu five ive two ils four toz two two
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:07:16,00:07:22,010000Z,papa coctone two seven point eigt five
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:07:25,00:07:31,010000Z,four to oo two one four fivel three seven zero
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:07:35,00:07:46,010000Z,pmingtin one two
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:08:50,00:08:54,010000Z,tffour
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:08:55,00:08:59,010000Z,pra for approacfr
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:09:07,00:09:11,010000Z,tttt ive fiy
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:09:17,00:09:33,010000Z,erottosvel
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:09:40,00:09:44,010000Z,en squawk zeo one two two
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:09:45,00:09:53,010000Z,w ztwone twofivertwo one ev five  zuu
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:09:57,00:10:10,010000Z,ifr fo fourfvu fur four zero zero november climbinging forhl
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:10:11,00:10:17,010000Z,ottfvt
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:10:21,00:10:32,010000Z,fvefevn tanormifofo f five five fveen fviv fve
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:10:40,00:10:44,010000Z,five seven tlango fliy heading three two zero
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:10:45,00:10:49,010000Z,tavvv
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:11:01,00:11:08,010000Z,otwo contate two eight o two forty
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:11:09,00:11:10,010000Z,goe
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:11:42,00:11:54,010000Z,november zero zero novembertolo quawkmalf four thousand
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:11:55,00:11:57,010000Z,forbrot
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:12:02,00:12:13,010000Z,praha good morningtaf maintain fl
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:12:34,00:12:38,010000Z,hellott
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:13:49,00:14:03,010000Z,five even tango turn left heading two eight zerotobmrinairbutty btlftofve
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:14:52,00:14:57,010000Z,american twetieig zero two te maintain fourto four tor our
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:16:35,00:16:47,010000Z,swiss four four fou fourbe aror f s squa s four thre four four wi sv or w wior
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:16:52,00:16:58,010000Z,ve evn tego tu waying three two zerovev veevvv
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:17:02,00:17:18,010000Z,r four frfrfoxttou totwooofveuf
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:17:30,00:17:36,010000Z,foby
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:18:09,00:18:23,010000Z,ondboard t six f heading one five zero byt two t sequence tmtftuadingcrstr
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:18:25,00:18:31,010000Z,burk oneeigt zero two  maintan three thous branfr one  qua bot seventee miles
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:18:32,00:18:40,010000Z,wi four nine two
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:19:38,00:19:42,010000Z,oubdsx fortd
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:19:46,00:19:49,010000Z,ft four
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:20:08,00:20:13,010000Z,ztwo contact toigh tmogood bye
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:21:01,00:21:10,010000Z,tling two three zerotot zerofive five five five five zero
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:21:26,00:21:33,010000Z,boarsix four eight maintain four thou four thous i four
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:22:06,00:22:24,010000Z,zour four four fu fivefive five five vt one four zeroivee zero two itee zuof
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:22:29,00:22:48,010000Z,i f sixteen the thousand frix ryeffvee
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:23:14,00:23:29,010000Z,ede and clearone
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:25:12,00:25:19,010000Z,minfouroverouand
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:25:20,00:25:25,010000Z,tfour out of four five fffu f
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:25:28,00:25:45,010000Z,treefourfree four zerozerobtefor alttt
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:25:48,00:25:51,010000Z,to four four two zoro
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:26:30,00:26:32,010000Z,r
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:26:33,00:26:42,010000Z,sorryownboard om
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:26:46,00:26:51,010000Z,onboardrfr in
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:26:54,00:26:58,010000Z,so arosu ttw to ot
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:27:41,00:27:49,010000Z,vntr onenine six onefvetro five
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:27:52,00:27:56,010000Z,klo four zero four
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:27:57,00:28:03,010000Z,forofmaintain four thound four toud four five
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:29:41,00:29:56,010000Z,r the ilsafteronboard
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:31:28,00:31:32,010000Z,cumber seven six four three golfsx
KGSO1-App-Dep-Jun-01-2024-0100Z.wav,00:31:33,00:31:39,010000Z,four four three golf betwo
KGSO1-App-Dep-Jun-01-2024-0130Z.wav,00:01:30,00:01:35,013000Z,cumberseven six four twro golf q
KGSO1-App-Dep-Jun-01-2024-0130Z.wav,00:01:36,00:01:42,013000Z,two four four tree golf be two
KGSO1-App-Dep-Jun-01-2024-0130Z.wav,00:03:14,00:03:27,013000Z,in tree mo good byetw o  fiveswi two twotwowo
KGSO1-App-Dep-Jun-01-2024-0130Z.wav,00:03:33,00:03:37,013000Z,squawk two five six two
KGSO1-App-Dep-Jun-01-2024-0130Z.wav,00:03:51,00:03:59,013000Z,two four zero to three zero two six fivemter expectdp
KGSO1-App-Dep-Jun-01-2024-0130Z.wav,00:04:02,00:04:14,013000Z,sixcm one two thousandr zer
KGSO1-App-Dep-Jun-01-2024-0130Z.wav,00:05:48,00:06:08,013000Z,fofivfvftiiffoer or
KGSO1-App-Dep-Jun-01-2024-0130Z.wav,00:07:07,00:07:15,013000Z,onethreepoint to lma fourt
KGSO1-App-Dep-Jun-01-2024-0130Z.wav,00:07:29,00:07:33,013000Z,ertworect cua ils rl six
KGSO1-App-Dep-Jun-01-2024-0130Z.wav,00:09:39,00:09:48,013000Z,f four thousandl six
KGSO1-App-Dep-Jun-01-2024-0130Z.wav,00:09:53,00:09:54,013000Z,goe
KGSO1-App-Dep-Jun-01-2024-0130Z.wav,00:09:58,00:10:04,013000Z,threefr tf
KGSO1-App-Dep-Jun-01-2024-0130Z.wav,00:10:07,00:10:15,013000Z,seven four two bravo inboundevember four seven two bravo
KGSO1-App-Dep-Jun-01-2024-0130Z.wav,00:10:17,00:10:27,013000Z,tv bravolumber four seven two braho ooo
KGSO1-App-Dep-Jun-01-2024-0130Z.wav,00:10:28,00:10:42,013000Z,olfur fourfur
KGSO1-App-Dep-Jun-01-2024-0130Z.wav,00:11:56,00:12:04,013000Z,tower ws  fourtusand fiver
KGSO1-App-Dep-Jun-01-2024-0130Z.wav,00:12:07,00:12:12,013000Z,treeo
KGSO1-App-Dep-Jun-01-2024-0130Z.wav,00:16:23,00:16:37,013000Z,ur fouuourttwofour four fourtfourrurufour four
KGSO1-App-Dep-Jun-01-2024-0130Z.wav,00:16:40,00:16:47,013000Z,bravovedreefour seven two bao
KGSO1-App-Dep-Jun-01-2024-0130Z.wav,00:19:14,00:19:20,013000Z,to bravo runway fivecntt nineteen onegod
KGSO1-App-Dep-Jun-01-2024-0130Z.wav,00:19:21,00:19:26,013000Z,cnt one ine tritoe four
KGSO1-App-Dep-Jun-01-2024-0130Z.wav,00:20:36,00:20:49,013000Z,tofourour tvvve two two wtwosb bye
KGSO1-App-Dep-Jun-01-2024-0130Z.wav,00:24:05,00:24:20,013000Z,frfur ffourfurand  squak one six ore
KGSO1-App-Dep-Jun-01-2024-0130Z.wav,00:24:26,00:24:30,013000Z,twofourf
KGSO1-App-Dep-Jun-01-2024-0130Z.wav,00:25:40,00:26:06,013000Z,four three golfnfu golfffour three ldtfouvr
KGSO1-App-Dep-Jun-01-2024-0130Z.wav,00:26:09,00:26:17,013000Z,lotfcross rin six s wix fu
KGSO1-App-Dep-Jun-01-2024-0130Z.wav,00:26:50,00:26:55,013000Z,tt golf five twreu za
KGSO1-App-Dep-Jun-01-2024-0130Z.wav,00:27:26,00:27:40,013000Z,f
KGSO1-App-Dep-Jun-01-2024-0130Z.wav,00:27:42,00:27:56,013000Z,otootutottr to tomfour four four fouror fourfour our four
KGSO1-App-Dep-Jun-01-2024-0130Z.wav,00:28:37,00:28:38,013000Z,to
KGSO1-App-Dep-Jun-01-2024-0130Z.wav,00:28:43,00:28:48,013000Z,fivefrr
KGSO1-App-Dep-Jun-01-2024-0130Z.wav,00:28:51,00:28:56,013000Z,ottwoe
KGSO1-App-Dep-Jun-01-2024-0130Z.wav,00:30:26,00:30:36,013000Z,f direct a four fur foofev
KGSO1-App-Dep-Jun-01-2024-0130Z.wav,00:31:25,00:31:41,013000Z,ding zero five zerofoto onetwotuthro four
KGSO1-App-Dep-Jun-01-2024-0130Z.wav,00:31:50,00:31:56,013000Z,totturthro thoud three tout
KGSO1-App-Dep-Jun-01-2024-0200Z.wav,00:00:27,00:00:37,020000Z,decta  four fur foe fe
KGSO1-App-Dep-Jun-01-2024-0200Z.wav,00:01:26,00:01:42,020000Z,ding zero five zerotonetwotouando u
KGSO1-App-Dep-Jun-01-2024-0200Z.wav,00:01:51,00:01:57,020000Z,tuturtro toud three ttt
KGSO1-App-Dep-Jun-01-2024-0200Z.wav,00:02:17,00:02:24,020000Z,appch one tee point te twobyettf
KGSO1-App-Dep-Jun-01-2024-0200Z.wav,00:03:34,00:03:39,020000Z,alo appoat one thre thre point three fivegooe
KGSO1-App-Dep-Jun-01-2024-0200Z.wav,00:03:43,00:04:24,020000Z,utofurzfurfou fur fu
KGSO1-App-Dep-Jun-01-2024-0200Z.wav,00:05:57,00:06:06,020000Z,four three o truffic to follow four milestvene
KGSO1-App-Dep-Jun-01-2024-0200Z.wav,00:06:07,00:06:22,020000Z,tower
KGSO1-App-Dep-Jun-01-2024-0200Z.wav,00:11:08,00:11:23,020000Z,tororntwo bravobl our four eventoothree four
KGSO1-App-Dep-Jun-01-2024-0200Z.wav,00:13:03,00:13:05,020000Z,oe
KGSO1-App-Dep-Jun-01-2024-0200Z.wav,00:13:06,00:13:12,020000Z,approach thro fourtwole
KGSO1-App-Dep-Jun-01-2024-0200Z.wav,00:13:13,00:13:20,020000Z,luotrrur fourfthr zero two ze
KGSO1-App-Dep-Jun-01-2024-0200Z.wav,00:13:21,00:13:46,020000Z,turfrffffuuffourftt
KGSO1-App-Dep-Jun-01-2024-0200Z.wav,00:13:47,00:13:52,020000Z,rom passingtn ro one two four poirnt zero five good dye
KGSO1-App-Dep-Jun-01-2024-0200Z.wav,00:13:53,00:14:04,020000Z,fot four zer five foxtrot on two four pont to four four fivefoxtt si
KGSO1-App-Dep-Jun-01-2024-0200Z.wav,00:14:16,00:14:19,020000Z,fo
KGSO1-App-Dep-Jun-01-2024-0200Z.wav,00:14:20,00:14:24,020000Z,ao four
KGSO1-App-Dep-Jun-01-2024-0200Z.wav,00:14:27,00:14:32,020000Z,ovzt
KGSO1-App-Dep-Jun-01-2024-0200Z.wav,00:15:45,00:15:56,020000Z,rr
KGSO1-App-Dep-Jun-01-2024-0200Z.wav,00:16:49,00:16:56,020000Z,ut fo zero twothree totwroe z
KGSO1-App-Dep-Jun-01-2024-0200Z.wav,00:18:44,00:18:54,020000Z,tdh heading tro four fiveotwo fortfvet
KGSO1-App-Dep-Jun-01-2024-0200Z.wav,00:20:05,00:20:15,020000Z,tortoatrzr one two for o r fvon four one two four zero f f good day
KGSO1-App-Dep-Jun-01-2024-0200Z.wav,00:20:16,00:20:21,020000Z,ree tre fourt
KGSO1-App-Dep-Jun-01-2024-0200Z.wav,00:20:23,00:20:32,020000Z,wh
KGSO1-App-Dep-Jun-01-2024-0200Z.wav,00:21:06,00:21:18,020000Z,olin onec five
KGSO1-App-Dep-Jun-01-2024-0200Z.wav,00:22:17,00:22:22,020000Z,lufthansa two bravo appoc one the twee point twree five
KGSO1-App-Dep-Jun-01-2024-0200Z.wav,00:22:32,00:22:35,020000Z,three maintain three thero
KGSO1-App-Dep-Jun-01-2024-0200Z.wav,00:22:43,00:22:48,020000Z,tm three fourfo   three
KGSO1-App-Dep-Jun-01-2024-0200Z.wav,00:23:00,00:23:20,020000Z,towr fvetreit boe bye
KGSO1-App-Dep-Jun-01-2024-0200Z.wav,00:31:05,00:31:10,020000Z,cea to oppo s fu tfez four
KGSO1-App-Dep-Jun-01-2024-0200Z.wav,00:31:11,00:31:17,020000Z,two seven six lima two zero two seven te golf efour
KGSO1-App-Dep-Jun-01-2024-0200Z.wav,00:31:18,00:31:28,020000Z,weare co  petlev forfe
KGSO1-App-Dep-Jun-01-2024-0200Z.wav,00:31:36,00:31:44,020000Z,fo fi fourevtwo svn two seven hotel v decen adingab twro two five
KGSO1-App-Dep-Jun-01-2024-0200Z.wav,00:31:45,00:31:48,020000Z,terding s to four volo
KGSO1-App-Dep-Jun-01-2024-0230Z.wav,00:01:06,00:01:11,023000Z,clear to oppost foue zero four
KGSO1-App-Dep-Jun-01-2024-0230Z.wav,00:01:12,00:01:18,023000Z,two seven six lima two zero two seven e gl eefour
KGSO1-App-Dep-Jun-01-2024-0230Z.wav,00:01:19,00:01:29,023000Z,oe we are golevel fourfe
KGSO1-App-Dep-Jun-01-2024-0230Z.wav,00:01:37,00:01:45,023000Z,ff four entwo seven two seven hotev descenbaingab twro two five
KGSO1-App-Dep-Jun-01-2024-0230Z.wav,00:01:46,00:01:49,023000Z,ting to two fourvlo
KGSO1-App-Dep-Jun-01-2024-0230Z.wav,00:03:43,00:03:55,023000Z,refft four eightt level in tlelve thousandfur  good ethreezero two eight runway five right to p dscrution four thousand
KGSO1-App-Dep-Jun-01-2024-0230Z.wav,00:03:56,00:04:01,023000Z,firihtescrtion four thousand and evel fifteen four eighty eight
KGSO1-App-Dep-Jun-01-2024-0230Z.wav,00:06:46,00:07:03,023000Z,tetor two trezr four four fwour heavy three zero two eight romebithree zero two
KGSO1-App-Dep-Jun-01-2024-0230Z.wav,00:07:11,00:07:19,023000Z,r heavy feading three three zer vertoding thre three zerov
KGSO1-App-Dep-Jun-01-2024-0230Z.wav,00:08:02,00:08:06,023000Z,argufour four heavfour
KGSO1-App-Dep-Jun-01-2024-0230Z.wav,00:08:07,00:08:11,023000Z,ocsf four mvebe
KGSO1-App-Dep-Jun-01-2024-0230Z.wav,00:08:19,00:08:33,023000Z,two seven six limat dt fourdrtnrfiv two seven six limaand  rapis fivev
KGSO1-App-Dep-Jun-01-2024-0230Z.wav,00:09:33,00:09:37,023000Z,sixto f  fly heading two three zero vector
KGSO1-App-Dep-Jun-01-2024-0230Z.wav,00:09:40,00:09:43,023000Z,two three zero on the heading aerswis four eighty eight
KGSO1-App-Dep-Jun-01-2024-0230Z.wav,00:10:23,00:10:28,023000Z,ever fifty for et maintain three zero three thousand or fifty four eighty eight
KGSO1-App-Dep-Jun-01-2024-0230Z.wav,00:11:58,00:12:03,023000Z,ix four turn left heading one four zero one four zero d is four eight yt
KGSO1-App-Dep-Jun-01-2024-0230Z.wav,00:12:24,00:12:30,023000Z,i for  t fr is ten ockadd one zero miles
KGSO1-App-Dep-Jun-01-2024-0230Z.wav,00:12:33,00:12:39,023000Z,we get the uro force swiss four eighty efour laris appoac
KGSO1-App-Dep-Jun-01-2024-0230Z.wav,00:12:40,00:12:44,023000Z,ok cleared tosua five rght contact tow de swiss four eight th eight
KGSO1-App-Dep-Jun-01-2024-0230Z.wav,00:13:30,00:13:34,023000Z,four two an heavy d maintain three zero
KGSO1-App-Dep-Jun-01-2024-0230Z.wav,00:13:35,00:13:38,023000Z,optoo
KGSO1-App-Dep-Jun-01-2024-0230Z.wav,00:15:11,00:15:19,023000Z,arg heavy to left heading one four zero loft turn heading one four zeroz
KGSO1-App-Dep-Jun-01-2024-0230Z.wav,00:15:20,00:15:37,023000Z,pcout threecrossrk golf god tur to departure po very grepat eer three zero two rowyfveoap zoofu
KGSO1-App-Dep-Jun-01-2024-0230Z.wav,00:15:38,00:15:49,023000Z,twoenine thre fortwofiveand wehave
