DT Time,Aircraft(Obj),ATIS Transcription Start,ATIS Transcription End,ATIS Transcription Text,Approach/Departure Transcription Start,Approach/Departure Transcription End,Approach/Departure Transcription Text,TOWER Transcription Start,TOWER Transcription End,TOWER Transcription Text
000500Z,None,None,None,None,None,None,None,None,None,None
000530Z,None,None,None,None,None,None,None,None,None,None
000600Z,None,None,None,None,None,None,None,None,None,None
000630Z,None,None,None,None,None,None,None,None,None,None
000700Z,None,None,None,None,None,None,None,None,None,None
000730Z,None,None,None,None,None,None,None,None,None,None
000800Z,None,None,None,None,None,None,None,None,None,None
000830Z,None,None,None,None,None,None,None,None,None,None
000900Z,None,None,None,None,None,None,None,None,None,None
000930Z,"{""Time"": ""000930Z"", ""Hex"": ""ac8ce9"", ""Distance to GSO"": 8.956147356, ""Data Source Type"": """", ""Flight Number"": """", ""Aircraft Registration"": """", ""Aircraft Type"": """", ""Altitude Barometric"": """", ""Altitude Geometric"": """", ""Ground Speed"": 259.5, ""Track"": 225.16, ""Barometric Rate"": """", ""Squawk Code"": """", ""Emergency"": ""none"", ""Category"": ""A2"", ""Latitude"": 36.243347, ""Longitude"": -79.977493, ""NIC Navigation Integrity Category"": 8.0, ""RC Navigation Accuracy Category"": 186.0, ""Seen Position"": 0.387, ""Version"": 2.0, ""NIC Baro"": 1.0, ""NAC P"": 9.0, ""NAC V"": 1.0, ""SIL Source Integrity Level"": """", ""SIL Type"": ""perhour"", ""GVA"": 2.0, ""SDA System Design Assurance"": 2.0, ""Alert"": 0.0, ""SPI"": 0.0, ""MLAT"": ""[]"", ""TISB"": ""[]"", ""Messages"": 7602012, ""Seen"": 0.0, ""RSSI"": -13.9}",0:09:20,0:09:30,wy kilo and way delta one tway kilo clos ee teen rounway one four and away kilo one a wayt deltha one e wt tak way delta idemare o roim,0:09:20,0:09:30,imoixsosiindem,0:09:20,0:09:30,kilot
001000Z,"{""Time"": ""001000Z"", ""Hex"": ""ac8ce9"", ""Distance to GSO"": 8.030327393, ""Data Source Type"": """", ""Flight Number"": """", ""Aircraft Registration"": """", ""Aircraft Type"": """", ""Altitude Barometric"": """", ""Altitude Geometric"": """", ""Ground Speed"": 243.3, ""Track"": 225.67, ""Barometric Rate"": """", ""Squawk Code"": """", ""Emergency"": ""none"", ""Category"": ""A2"", ""Latitude"": 36.218619, ""Longitude"": -80.008227, ""NIC Navigation Integrity Category"": 8.0, ""RC Navigation Accuracy Category"": 186.0, ""Seen Position"": 0.129, ""Version"": 2.0, ""NIC Baro"": 1.0, ""NAC P"": 9.0, ""NAC V"": 1.0, ""SIL Source Integrity Level"": """", ""SIL Type"": ""perhour"", ""GVA"": 2.0, ""SDA System Design Assurance"": 2.0, ""Alert"": 0.0, ""SPI"": 0.0, ""MLAT"": ""[]"", ""TISB"": ""[]"", ""Messages"": 7602256, ""Seen"": 0.0, ""RSSI"": -5.7}",0:09:50,0:10:00,one two one point nine  or pre inscund xi inctiroane at fike si oneinitiol contact you have information echo,0:09:50,0:10:00,one t si fiv eoukako f,0:09:50,0:10:00,toermfive
001030Z,"{""Time"": ""001030Z"", ""Hex"": ""a49f89"", ""Distance to GSO"": 6.73369449, ""Data Source Type"": """", ""Flight Number"": """", ""Aircraft Registration"": """", ""Aircraft Type"": """", ""Altitude Barometric"": """", ""Altitude Geometric"": """", ""Ground Speed"": 473.1, ""Track"": 51.26, ""Barometric Rate"": """", ""Squawk Code"": """", ""Emergency"": ""none"", ""Category"": ""A3"", ""Latitude"": 36.009087, ""Longitude"": -80.022252, ""NIC Navigation Integrity Category"": 8.0, ""RC Navigation Accuracy Category"": 186.0, ""Seen Position"": 0.405, ""Version"": 2.0, ""NIC Baro"": 1.0, ""NAC P"": 9.0, ""NAC V"": 1.0, ""SIL Source Integrity Level"": """", ""SIL Type"": ""perhour"", ""GVA"": 2.0, ""SDA System Design Assurance"": 2.0, ""Alert"": 0.0, ""SPI"": 0.0, ""MLAT"": ""[]"", ""TISB"": ""[]"", ""Messages"": 13380454, ""Seen"": 0.4, ""RSSI"": -8.6}",0:10:20,0:10:30,o four vsual approach five right five left en neuce no tis til irmushons runway one four three two cal,0:10:20,0:10:30,tfourutri,0:10:20,0:10:30,two zero one tfour sevwb
001100Z,"{""Time"": ""001100Z"", ""Hex"": ""a49f89"", ""Distance to GSO"": 3.082406934, ""Data Source Type"": """", ""Flight Number"": """", ""Aircraft Registration"": """", ""Aircraft Type"": """", ""Altitude Barometric"": """", ""Altitude Geometric"": """", ""Ground Speed"": 467.3, ""Track"": 51.17, ""Barometric Rate"": """", ""Squawk Code"": """", ""Emergency"": ""none"", ""Category"": ""A3"", ""Latitude"": 36.049681, ""Longitude"": -79.959606, ""NIC Navigation Integrity Category"": 8.0, ""RC Navigation Accuracy Category"": 186.0, ""Seen Position"": 0.434, ""Version"": 2.0, ""NIC Baro"": 1.0, ""NAC P"": 9.0, ""NAC V"": 1.0, ""SIL Source Integrity Level"": """", ""SIL Type"": ""perhour"", ""GVA"": 2.0, ""SDA System Design Assurance"": 2.0, ""Alert"": 0.0, ""SPI"": 0.0, ""MLAT"": ""[]"", ""TISB"": ""[]"", ""Messages"": 13380739, ""Seen"": 0.4, ""RSSI"": -10.3}",0:10:50,0:11:00,runway five rige proseition ap proach ceamsin tocebor out er ih runway two three right liow ponbpl readh all run wayh hod short in,0:10:50,0:11:00,nan,0:10:50,0:11:00,asu four sun soro four sur one s wi  fou s sw
001130Z,"{""Time"": ""001130Z"", ""Hex"": ""a49f89"", ""Distance to GSO"": 2.014312369, ""Data Source Type"": """", ""Flight Number"": """", ""Aircraft Registration"": """", ""Aircraft Type"": """", ""Altitude Barometric"": """", ""Altitude Geometric"": """", ""Ground Speed"": 474.2, ""Track"": 53.06, ""Barometric Rate"": """", ""Squawk Code"": """", ""Emergency"": ""none"", ""Category"": ""A3"", ""Latitude"": 36.090414, ""Longitude"": -79.896786, ""NIC Navigation Integrity Category"": 8.0, ""RC Navigation Accuracy Category"": 186.0, ""Seen Position"": 0.314, ""Version"": 2.0, ""NIC Baro"": 1.0, ""NAC P"": 9.0, ""NAC V"": 1.0, ""SIL Source Integrity Level"": """", ""SIL Type"": ""perhour"", ""GVA"": 2.0, ""SDA System Design Assurance"": 2.0, ""Alert"": 0.0, ""SPI"": 0.0, ""MLAT"": ""[]"", ""TISB"": ""[]"", ""Messages"": 13381028, ""Seen"": 0.0, ""RSSI"": -10.5}",0:11:20,0:11:30,zulu  fsone zero  to five thousand roaching two three t,0:11:20,0:11:30,level two furnqeone thrtwr,0:11:20,0:11:30,i twuo two zuwou nkz fo
001200Z,"{""Time"": ""001200Z"", ""Hex"": ""a49f89"", ""Distance to GSO"": 5.563658427, ""Data Source Type"": """", ""Flight Number"": """", ""Aircraft Registration"": """", ""Aircraft Type"": """", ""Altitude Barometric"": """", ""Altitude Geometric"": """", ""Ground Speed"": 478.3, ""Track"": 55.05, ""Barometric Rate"": """", ""Squawk Code"": """", ""Emergency"": ""none"", ""Category"": ""A3"", ""Latitude"": 36.12868, ""Longitude"": -79.829173, ""NIC Navigation Integrity Category"": 8.0, ""RC Navigation Accuracy Category"": 186.0, ""Seen Position"": 0.162, ""Version"": 2.0, ""NIC Baro"": 1.0, ""NAC P"": 9.0, ""NAC V"": 1.0, ""SIL Source Integrity Level"": """", ""SIL Type"": ""perhour"", ""GVA"": 2.0, ""SDA System Design Assurance"": 2.0, ""Alert"": 0.0, ""SPI"": 0.0, ""MLAT"": ""[]"", ""TISB"": ""[]"", ""Messages"": 13381313, ""Seen"": 0.0, ""RSSI"": -8.8}",0:11:50,0:12:00,nwy one four andca  way kilo onewa e on ew a wa delta a eare o rome ierls runway five righe out  r wish runway five righeo,0:11:50,0:12:00,bosxt two ne thre one four zeooneni,0:12:00,0:12:10,utfir oruj toto corsfi
001230Z,"{""Time"": ""001230Z"", ""Hex"": ""a49f89"", ""Distance to GSO"": 9.455394395, ""Data Source Type"": """", ""Flight Number"": """", ""Aircraft Registration"": """", ""Aircraft Type"": """", ""Altitude Barometric"": """", ""Altitude Geometric"": """", ""Ground Speed"": 476.4, ""Track"": 54.74, ""Barometric Rate"": """", ""Squawk Code"": """", ""Emergency"": ""none"", ""Category"": ""A3"", ""Latitude"": 36.166853, ""Longitude"": -79.762086, ""NIC Navigation Integrity Category"": 8.0, ""RC Navigation Accuracy Category"": 186.0, ""Seen Position"": 0.017, ""Version"": 2.0, ""NIC Baro"": 1.0, ""NAC P"": 9.0, ""NAC V"": 1.0, ""SIL Source Integrity Level"": """", ""SIL Type"": ""perhour"", ""GVA"": 2.0, ""SDA System Design Assurance"": 2.0, ""Alert"": 0.0, ""SPI"": 0.0, ""MLAT"": ""[]"", ""TISB"": ""[]"", ""Messages"": 13381596, ""Seen"": 0.0, ""RSSI"": -8.3}",0:12:20,0:12:30,at lige e on initiol contact you hav information echo grees or airpot dayi,0:12:20,0:12:30,timo two,0:12:30,0:12:40,fiv fiv three houeve  we
001300Z,"{""Time"": ""001300Z"", ""Hex"": ""a126e8"", ""Distance to GSO"": 6.890839965, ""Data Source Type"": """", ""Flight Number"": """", ""Aircraft Registration"": """", ""Aircraft Type"": """", ""Altitude Barometric"": """", ""Altitude Geometric"": """", ""Ground Speed"": 448.8, ""Track"": 216.03, ""Barometric Rate"": """", ""Squawk Code"": """", ""Emergency"": ""none"", ""Category"": ""A3"", ""Latitude"": 36.187592, ""Longitude"": -79.848862, ""NIC Navigation Integrity Category"": 8.0, ""RC Navigation Accuracy Category"": 186.0, ""Seen Position"": 0.017, ""Version"": 2.0, ""NIC Baro"": 1.0, ""NAC P"": 10.0, ""NAC V"": 2.0, ""SIL Source Integrity Level"": """", ""SIL Type"": ""perhour"", ""GVA"": 2.0, ""SDA System Design Assurance"": 2.0, ""Alert"": 0.0, ""SPI"": 0.0, ""MLAT"": ""[]"", ""TISB"": ""[]"", ""Messages"": 18238267, ""Seen"": 0.0, ""RSSI"": -13.1}",0:12:50,0:13:00,noto irmuthione runway one four three two crurstak wat delta cos   tax  w kilo ame taxai,0:12:50,0:13:00,forro fourninnee,0:12:50,0:13:00,nan
001330Z,"{""Time"": ""001330Z"", ""Hex"": ""a126e8"", ""Distance to GSO"": 3.157333459, ""Data Source Type"": """", ""Flight Number"": """", ""Aircraft Registration"": """", ""Aircraft Type"": """", ""Altitude Barometric"": """", ""Altitude Geometric"": """", ""Ground Speed"": 448.0, ""Track"": 216.1, ""Barometric Rate"": """", ""Squawk Code"": """", ""Emergency"": ""none"", ""Category"": ""A3"", ""Latitude"": 36.137146, ""Longitude"": -79.89418, ""NIC Navigation Integrity Category"": 8.0, ""RC Navigation Accuracy Category"": 186.0, ""Seen Position"": 0.0, ""Version"": 2.0, ""NIC Baro"": 1.0, ""NAC P"": 10.0, ""NAC V"": 2.0, ""SIL Source Integrity Level"": """", ""SIL Type"": ""perhour"", ""GVA"": 2.0, ""SDA System Design Assurance"": 2.0, ""Alert"": 0.0, ""SPI"": 0.0, ""MLAT"": ""[]"", ""TISB"": ""[]"", ""Messages"": 18238548, ""Seen"": 0.0, ""RSSI"": -6.8}",0:13:20,0:13:30,runway two hree ig lioon sblue re al run way hod short in s truction contact ground on one two hn poin n,0:13:20,0:13:30,uti,0:13:20,0:13:30,five wauo
001400Z,"{""Time"": ""001400Z"", ""Hex"": ""a126e8"", ""Distance to GSO"": 0.620523007, ""Data Source Type"": """", ""Flight Number"": """", ""Aircraft Registration"": """", ""Aircraft Type"": """", ""Altitude Barometric"": """", ""Altitude Geometric"": """", ""Ground Speed"": 447.5, ""Track"": 216.0, ""Barometric Rate"": """", ""Squawk Code"": """", ""Emergency"": ""none"", ""Category"": ""A3"", ""Latitude"": 36.087481, ""Longitude"": -79.938744, ""NIC Navigation Integrity Category"": 8.0, ""RC Navigation Accuracy Category"": 186.0, ""Seen Position"": 0.365, ""Version"": 2.0, ""NIC Baro"": 1.0, ""NAC P"": 10.0, ""NAC V"": 2.0, ""SIL Source Integrity Level"": """", ""SIL Type"": ""perhour"", ""GVA"": 2.0, ""SDA System Design Assurance"": 2.0, ""Alert"": 0.0, ""SPI"": 0.0, ""MLAT"": ""[]"", ""TISB"": ""[]"", ""Messages"": 18238841, ""Seen"": 0.1, ""RSSI"": -8.0}",0:13:50,0:14:00,sealie two five thousand broken aprttr two three two point three  three zero to four sul o,0:13:50,0:14:00,oo antwo ightoa two,0:13:50,0:14:00,qw twigo tw one two four four ri fi squaki  one fives
001430Z,"{""Time"": ""001430Z"", ""Hex"": ""a19d0d"", ""Distance to GSO"": 9.095378592, ""Data Source Type"": """", ""Flight Number"": """", ""Aircraft Registration"": """", ""Aircraft Type"": """", ""Altitude Barometric"": """", ""Altitude Geometric"": """", ""Ground Speed"": 472.2, ""Track"": 216.21, ""Barometric Rate"": """", ""Squawk Code"": """", ""Emergency"": ""none"", ""Category"": ""A3"", ""Latitude"": 36.217346, ""Longitude"": -79.82214, ""NIC Navigation Integrity Category"": 8.0, ""RC Navigation Accuracy Category"": 186.0, ""Seen Position"": 0.0, ""Version"": 2.0, ""NIC Baro"": 1.0, ""NAC P"": 10.0, ""NAC V"": 2.0, ""SIL Source Integrity Level"": """", ""SIL Type"": ""perhour"", ""GVA"": 2.0, ""SDA System Design Assurance"": 2.0, ""Alert"": 0.0, ""SPI"": 0.0, ""MLAT"": ""[]"", ""TISB"": ""[]"", ""Messages"": 10682897, ""Seen"": 0.0, ""RSSI"": -10.2}",0:14:20,0:14:30,ba omlvs run wyfiv right out ar srwis runwyfive rige aproach lie fifto out a s is runwfive right prosition opp,0:14:20,0:14:30,wfifooo four two two,0:14:20,0:14:30,woo
001500Z,"{""Time"": ""001500Z"", ""Hex"": ""a19d0d"", ""Distance to GSO"": 5.214946868, ""Data Source Type"": """", ""Flight Number"": """", ""Aircraft Registration"": """", ""Aircraft Type"": """", ""Altitude Barometric"": """", ""Altitude Geometric"": """", ""Ground Speed"": 474.2, ""Track"": 211.81, ""Barometric Rate"": """", ""Squawk Code"": """", ""Emergency"": ""none"", ""Category"": ""A3"", ""Latitude"": 36.164383, ""Longitude"": -79.868317, ""NIC Navigation Integrity Category"": 8.0, ""RC Navigation Accuracy Category"": 186.0, ""Seen Position"": 0.345, ""Version"": 2.0, ""NIC Baro"": 1.0, ""NAC P"": 10.0, ""NAC V"": 2.0, ""SIL Source Integrity Level"": """", ""SIL Type"": ""perhour"", ""GVA"": 2.0, ""SDA System Design Assurance"": 2.0, ""Alert"": 0.0, ""SPI"": 0.0, ""MLAT"": ""[]"", ""TISB"": ""[]"", ""Messages"": 10683164, ""Seen"": 0.1, ""RSSI"": -11.1}",0:14:50,0:15:00,grees bor air port ayi tase information echo two three five four zulu,0:14:50,0:15:00,fourgoffovefourt,0:14:50,0:15:00,aafutwigoone colm
001530Z,"{""Time"": ""001530Z"", ""Hex"": ""a19d0d"", ""Distance to GSO"": 1.570102675, ""Data Source Type"": """", ""Flight Number"": """", ""Aircraft Registration"": """", ""Aircraft Type"": """", ""Altitude Barometric"": """", ""Altitude Geometric"": """", ""Ground Speed"": 477.6, ""Track"": 206.62, ""Barometric Rate"": """", ""Squawk Code"": """", ""Emergency"": ""none"", ""Category"": ""A3"", ""Latitude"": 36.10545, ""Longitude"": -79.906369, ""NIC Navigation Integrity Category"": 8.0, ""RC Navigation Accuracy Category"": 186.0, ""Seen Position"": 0.174, ""Version"": 2.0, ""NIC Baro"": 1.0, ""NAC P"": 10.0, ""NAC V"": 2.0, ""SIL Source Integrity Level"": """", ""SIL Type"": ""perhour"", ""GVA"": 2.0, ""SDA System Design Assurance"": 2.0, ""Alert"": 0.0, ""SPI"": 0.0, ""MLAT"": ""[]"", ""TISB"": ""[]"", ""Messages"": 10683444, ""Seen"": 0.1, ""RSSI"": -9.9}",0:15:20,0:15:30,three two cs tax wayt delta clursd ee wi tate twa kilo and ar wayt delta oe ta way kilo clurs ietween run way one four and ta way kilo one,0:15:20,0:15:30,aoachm kouko,0:15:20,0:15:30,twr bore
001600Z,"{""Time"": ""001600Z"", ""Hex"": ""a19d0d"", ""Distance to GSO"": 3.115247012, ""Data Source Type"": """", ""Flight Number"": """", ""Aircraft Registration"": """", ""Aircraft Type"": """", ""Altitude Barometric"": """", ""Altitude Geometric"": """", ""Ground Speed"": 477.2, ""Track"": 207.05, ""Barometric Rate"": """", ""Squawk Code"": """", ""Emergency"": ""none"", ""Category"": ""A3"", ""Latitude"": 36.046096, ""Longitude"": -79.943361, ""NIC Navigation Integrity Category"": 8.0, ""RC Navigation Accuracy Category"": 186.0, ""Seen Position"": 0.0, ""Version"": 2.0, ""NIC Baro"": 1.0, ""NAC P"": 10.0, ""NAC V"": 2.0, ""SIL Source Integrity Level"": """", ""SIL Type"": ""perhour"", ""GVA"": 2.0, ""SDA System Design Assurance"": 2.0, ""Alert"": 0.0, ""SPI"": 0.0, ""MLAT"": ""[]"", ""TISB"": ""[]"", ""Messages"": 10683744, ""Seen"": 0.0, ""RSSI"": -7.0}",0:15:50,0:16:00,hot short infaction contact roundd n one two ont point nine  four plea anun tai introction at lige i one einnitule clini,0:15:50,0:16:00,wer four foiur buli ur foursh qour ubr one fi ua f four,0:15:50,0:16:00,remak tango cluaris apoacobforo icr if
001630Z,"{""Time"": ""001630Z"", ""Hex"": ""a19d0d"", ""Distance to GSO"": 6.961448453, ""Data Source Type"": """", ""Flight Number"": """", ""Aircraft Registration"": """", ""Aircraft Type"": """", ""Altitude Barometric"": """", ""Altitude Geometric"": """", ""Ground Speed"": 477.6, ""Track"": 207.16, ""Barometric Rate"": """", ""Squawk Code"": """", ""Emergency"": ""none"", ""Category"": ""A3"", ""Latitude"": 35.987183, ""Longitude"": -79.980469, ""NIC Navigation Integrity Category"": 8.0, ""RC Navigation Accuracy Category"": 186.0, ""Seen Position"": 0.172, ""Version"": 2.0, ""NIC Baro"": 1.0, ""NAC P"": 10.0, ""NAC V"": 2.0, ""SIL Source Integrity Level"": """", ""SIL Type"": ""perhour"", ""GVA"": 2.0, ""SDA System Design Assurance"": 2.0, ""Alert"": 0.0, ""SPI"": 0.0, ""MLAT"": ""[]"", ""TISB"": ""[]"", ""Messages"": 10684013, ""Seen"": 0.2, ""RSSI"": -8.1}",0:16:20,0:16:30,dwo point three et three zero two four visual approach five right five eft e notitai muitions,0:16:20,0:16:30,oor fur four fur four fu fu  fouro thro fourtwofr,0:16:30,0:16:40,foruomw rtm
001700Z,"{""Time"": ""001700Z"", ""Hex"": ""ac8ce9"", ""Distance to GSO"": 1.968518269, ""Data Source Type"": """", ""Flight Number"": """", ""Aircraft Registration"": """", ""Aircraft Type"": """", ""Altitude Barometric"": """", ""Altitude Geometric"": """", ""Ground Speed"": 130.1, ""Track"": 46.25, ""Barometric Rate"": """", ""Squawk Code"": """", ""Emergency"": ""none"", ""Category"": ""A2"", ""Latitude"": 36.074478, ""Longitude"": -79.965878, ""NIC Navigation Integrity Category"": 8.0, ""RC Navigation Accuracy Category"": 186.0, ""Seen Position"": 0.79, ""Version"": 2.0, ""NIC Baro"": 1.0, ""NAC P"": 9.0, ""NAC V"": 1.0, ""SIL Source Integrity Level"": """", ""SIL Type"": ""perhour"", ""GVA"": 2.0, ""SDA System Design Assurance"": 2.0, ""Alert"": 0.0, ""SPI"": 0.0, ""MLAT"": ""[]"", ""TISB"": ""[]"", ""Messages"": 7604928, ""Seen"": 0.0, ""RSSI"": -4.0}",0:16:50,0:17:00,a five righe approach ligce ifto nout r o wish runway five arigt proseition approach tosaindtaer out or wish runway two three rightd glidl,0:16:50,0:17:00,o fourtwro one zwo,0:17:00,0:17:10,puwfor gevzut
